UnitID,Institution Name,Long-term investments (F1213_F2),Property  Plant  and Equipment  net of accumulated depreciation (F1213_F2),Intangible Assets  net of accumulated amortization (F1213_F2),Total assets (F1213_F2),Total liabilities (F1213_F2),Debt related to Property  Plant  and Equipment (F1213_F2),Total unrestricted net assets (F1213_F2),Total restricted net assets (F1213_F2),Permanently restricted net assets included in total restricted net assets (F1213_F2),Temporarily restricted net assets (F1213_F2),Total net assets (F1213_F2),Total revenues and investment return (F1213_F2),Total expenses (F1213_F2),Other specific changes in net assets (F1213_F2),Total change in net assets (F1213_F2),Net assets  beginning of the year (F1213_F2),Adjustments to beginning of year net assets (F1213_F2),Net assets  end of the year (F1213_F2),Investment return - Total (F1213_F2)
206330,Urbana University,2477265,17311825,0,27588682,22250674,0,1556178,3781830,198507,3583323,5338008,17110644,18283399,0,-1172755,6510763,0,5338008,104575
455099,Urshan Graduate School of Theology,113675,272609,290001,676285,402420,0,163638,110227,110227,0,273865,1062214,978536,0,83678,190187,0,273865,6293
216524,Ursinus College,136726098,121975367,0,277843060,62476571,45756738,114851851,100514638,80315885,20198753,215366489,72166329,59693006,0,12473323,202893166,0,215366489,14323540
206349,Ursuline College,36355035,28712618,0,83260621,9209898,6280776,35188552,38862171,20511904,18350267,74050723,32778831,24187574,0,8591257,65459466,0,74050723,4961271
446604,Uta Mesivta of Kiryas Joel,0,6580214,0,9677113,304566,0,9372547,0,0,0,9372547,15702543,13448424,0,2254119,7118428,0,9372547,0
197045,Utica College,22866861,61820912,394474,106356090,57182339,36925238,26330015,22843736,12811397,10032339,49173751,71322546,69235273,0,2087273,47086478,0,49173751,3331248
216542,Valley Forge Christian College,2319806,33555428,855496,39211313,29347102,26814365,6971889,2892322,2057653,834669,9864211,18499437,18779697,0,-280260,10144471,0,9864211,83039
152600,Valparaiso University,177976000,223335000,0,501059000,101082000,63096000,93402000,306575000,121580000,184995000,399977000,115594000,122467000,466000,-6407000,406384000,0,399977000,16921000
221999,Vanderbilt University,4328308742,1781293205,0,7605896181,2266576608,976662895,2971834821,2367484752,1132419315,1235065437,5339319573,3894512399,3669099706,94359252,319771945,5019547628,0,5339319573,370052398
149639,VanderCook College of Music,891167,636850,0,4724339,874080,0,1018179,2832080,410792,2421288,3850259,5571608,5298943,0,272665,3577594,0,3850259,21455
123651,Vanguard University of Southern California,4215681,26714282,0,44119804,30375106,23152945,5225787,8518911,3053082,5465829,13744698,44610373,40307030,0,4303343,9441355,0,13744698,8400
197133,Vassar College,908138207,392735612,0,1484373616,340379708,254615000,354427775,789566133,307526582,482039551,1143993908,263372388,169203461,8896215,103065142,1040928766,0,1143993908,99046863
188340,Vaughn College of Aeronautics and Technology,23882788,61600027,0,92543599,52951753,35874436,15960055,23631791,156339,23475452,39591846,50820513,32809050,2,18011465,21580381,0,39591846,2908021
455992,Vermont College of Fine Arts,0,10191766,0,15219603,10685479,8213220,2219749,2314375,221334,2093041,4534124,9315207,8698013,0,617194,3916930,0,4534124,8061
231147,Vermont Law School,9332465,23347566,0,48235138,20575813,13531251,18045706,9613619,5416820,4196799,27659325,29469345,28781833,0,687512,26971813,0,27659325,1075613
197142,Villa Maria College,1374880,2527947,0,5882575,443825,204490,3999075,1439675,736527,703148,5438750,7177031,7101440,54381,129972,5308778,0,5438750,245520
216597,Villanova University,430588718,354719210,0,1008182581,276566885,183033004,415936674,315679022,126373315,189305707,731615696,480381980,367942350,0,112439630,619176066,0,731615696,70018316
482228,Virginia Baptist College,0,79449,53721,133170,25978,0,107192,0,0,0,107192,456493,444867,0,11626,95566,0,107192,0
233912,Virginia Intermont College,1381220,10565763,0,13352971,7513317,2058803,385060,5454594,4009261,1445333,5839654,11042263,11593298,-191786,-742821,6582475,0,5839654,77772
234164,Virginia Union University,27907128,25764532,0,70783825,13247830,8146644,28638128,28897867,16910334,11987533,57535995,35091091,31594324,0,3496767,54039228,0,57535995,3577293
234137,Virginia University of Lynchburg,809387,3529044,0,4747731,2101265,0,1812629,833837,833837,0,2646466,6065908,7143171,2154526,1077263,5253352,-3684149,2646466,112534
234173,Virginia Wesleyan College,56107294,54848402,0,121733650,43808302,0,27494297,50431051,38361598,12069453,77925348,47347804,38424349,0,8923455,69001893,0,77925348,-1610024
449764,Visible Music College,161057,4183186,0,5476051,2782413,59349,1604866,1088772,0,1088772,2693638,2375512,3485518,980222,-129784,2045573,777849,2693638,0
240107,Viterbo University,33534780,50260842,0,106530350,23293128,10976958,57888305,25348917,12482272,12866645,83237222,45140029,39978463,0,5161566,78075656,0,83237222,2934685
218919,Voorhees College,5886000,18381672,3850531,28118203,16943760,14651262,3902955,7271488,736429,6535059,11174443,16853722,16863002,18560,9280,11183723,-18560,11174443,543284
152673,Wabash College,337900256,109423018,0,491249849,78978667,41632000,212137644,200133538,115821552,84311986,412271182,62068150,48080079,2461211,16449282,395821900,0,412271182,19968209
197197,Wagner College,74400092,77655445,0,184491000,100300329,73290643,20665511,63525160,38874656,24650504,84190671,71013126,69004372,0,2008754,82181917,0,84190671,3653659
199847,Wake Forest University,1466966000,749491000,2487000,2724326000,1030623000,524942000,921975000,771728000,381616000,390112000,1693703000,1202844000,1118724000,11272000,95392000,1598311000,0,1693703000,99214000
236896,Walla Walla University,29035781,44922744,0,103431023,23263702,8240623,53292592,26874729,15646294,11228435,80167321,51606099,47372190,0,4233909,75933412,0,80167321,2424075
172608,Walsh College of Accountancy and Business Administration,34270855,23780281,0,64557479,10604440,4859611,44575100,9377939,6514737,2863202,53953039,29380592,22900735,0,6479857,47473182,0,53953039,2168676
206437,Walsh University,9084331,63321631,0,98188596,30050289,25125000,51958878,16179429,9928189,6251240,68138307,51205264,46243993,0,4961271,63177036,0,68138307,399474
210304,Warner Pacific College,15324609,11637898,0,32814064,17423183,6205092,8381068,7009813,2993671,4016142,15390881,24110003,23604645,1398950,1904308,13486573,0,15390881,872412
480198,Warner Pacific College Adult Degree Program,,,,,,,,,,,,,,,,,,,
138275,Warner University,566435,20191002,0,25480442,8403724,5662402,14431790,2644928,327545,2317383,17076718,15429218,15201174,0,228044,16848674,0,17076718,166466
199865,Warren Wilson College,67394328,32278313,0,114795244,19951611,15443720,31054693,63788940,29282207,34506733,94843633,36377610,31674389,0,4703221,90140412,0,94843633,6010687
154527,Wartburg College,61841032,97968763,0,193094880,96807666,82553066,40565917,55721297,15872198,39849099,96287214,64802904,51448480,85443,13439867,82847347,0,96287214,9250883
154536,Wartburg Theological Seminary,18935143,11086139,0,37506099,10659288,7511516,3453334,23393477,19741122,3652355,26846811,7902496,4974751,0,2927745,23919066,0,26846811,0
216667,Washington & Jefferson College,126444724,137489769,0,298820968,73251999,59606544,118652630,106916339,65462353,41453986,225568969,71558361,54388269,169694,17339786,208229183,0,225568969,12066009
162210,Washington Adventist University,3805531,25485405,0,47765327,15434613,4884764,23444245,8886469,1731820,7154649,32330714,31848732,31345831,0,502901,31827812,1,32330714,116023
234207,Washington and Lee University,1001512000,222537000,0,1740054000,207339000,124707000,298093000,1234622000,864418000,370204000,1532715000,241480000,140774000,0,100706000,1432009000,0,1532715000,106997000
164216,Washington College,194597677,152476470,511359,364609446,72281477,57715000,101042902,191285067,106889165,84395902,292327969,87706665,63720943,0,23985722,268342247,0,292327969,19101036
179867,Washington University in St Louis,6794149000,1901786000,0,9807330000,1946847000,1352538000,3793089000,4067394000,1490067000,2577327000,7860483000,2853339000,2287810000,-7916000,557613000,7302870000,0,7860483000,647468000
392840,Watkins College of Art Design & Film,2595015,8322196,24209,14406514,2920169,2588249,8082967,3403378,1301873,2101505,11486345,6819627,5828308,0,991319,10495026,0,11486345,372077
229780,Wayland Baptist University,76834245,73464706,0,163061039,49691951,42324798,80710265,32658823,20182336,12476487,113369088,66999362,61513769,0,5485593,107883495,0,113369088,8322658
216694,Waynesburg University,58807157,71838095,0,149103769,53454273,44929364,59391616,36257880,29741324,6516556,95649496,44540420,41474134,0,3066286,92583210,0,95649496,6382334
197221,Webb Institute,53768269,9013444,0,64480161,1783907,1088098,51451921,11244333,8585924,2658409,62696254,10859224,7212487,0,3646737,59049517,0,62696254,6721553
138293,Webber International University,4590233,7229034,0,13334518,7328315,6162502,5437704,568499,356863,211636,6006203,13032269,12849035,0,183234,5822969,0,6006203,473684
179894,Webster University,156879874,152769395,0,444004965,132019879,77387743,268710595,43274491,18407321,24867170,311985086,227729642,205065721,31526,22695447,289289639,0,311985086,21976355
190424,Weill Cornell Medical College,1151544224,1016187068,0,2969144521,1257714097,285000000,489056564,1222373860,553166080,669207780,1711430424,1488925846,1418237076,10722992,81411762,1630018662,0,1711430424,82835872
220206,Welch College,1191288,9296055,0,12755966,5638160,4443715,4669021,2448785,1783880,664905,7117806,4657846,4791099,127256,-5997,7123803,0,7117806,149957
168218,Wellesley College,1580403000,296272000,0,2147934000,364441000,0,583366000,1200127000,455065000,745062000,1783493000,315396000,206232000,14884000,124048000,1659445000,0,1783493000,177021000
197230,Wells College,27231466,32523487,0,65249509,5815500,0,17228734,42205275,39175897,3029378,59434009,27199165,26723452,0,475713,58958296,0,59434009,2254009
168227,Wentworth Institute of Technology,82676499,162345034,0,286028546,125495604,82178865,131159064,29373878,13890836,15483042,160532942,116110374,95570666,-293225,20246483,140286459,0,160532942,10037189
176451,Wesley Biblical Seminary,539661,1954206,0,2945688,334441,2006,-629138,3240385,2895507,344878,2611247,1608242,1732861,0,-124619,2735866,0,2611247,15809
131098,Wesley College,6217549,23555449,55881,35589486,13502214,8150021,11248490,10838782,4653194,6185588,22087272,48226842,44784637,-39357,3402848,18684424,0,22087272,495012
131973,Wesley Theological Seminary,43813330,24040962,0,73773376,19115273,15827012,15335400,39322703,22333834,16988869,54658103,16053065,12633686,0,3419379,51238724,0,54658103,5029816
141325,Wesleyan College,54456332,30820220,0,100797801,20187826,16875223,5736823,74873152,63558917,11314235,80609975,20722028,16938933,0,3783095,76826880,0,80609975,5769007
130697,Wesleyan University,686201000,299077000,0,1104160000,289029000,210102000,283172000,531959000,237788000,294171000,815131000,254227000,181232000,725000,73720000,741411000,0,815131000,68170000
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,,,,,,,,,,,,,0
237969,West Virginia Wesleyan College,40438144,36031882,0,90600036,37355345,29027013,-2422377,55667068,48583466,7083602,53244691,32353607,28406786,8719,3955540,49289151,0,53244691,4619880
433387,Western Governors University,2487290,4260415,2403175,134203911,78418550,0,55582215,203146,50000,153146,55785361,249309661,232422932,0,16886729,38919916,-21284,55785361,4061978
168254,Western New England University,55210472,124634356,0,212085905,104877294,86048733,83219520,23989091,19907369,4081722,107208611,105123717,100434871,0,4688846,102519764,1,107208611,6833946
210368,Western Seminary,3595383,782131,0,5507318,768572,0,3028684,1710062,1124964,585098,4738746,6365370,6334421,0,30949,4707797,0,4738746,165107
172705,Western Theological Seminary,39382855,13226393,0,58280264,4192118,1974375,25257255,28830891,21935564,6895327,54088146,12102226,9682131,0,2420095,51668051,0,54088146,2131443
112525,Western University of Health Sciences,19109165,140387058,0,277856101,195964660,97778801,62629923,19261518,7396456,11865062,81891441,170703115,151689429,-266392,18747294,63144147,0,81891441,10654566
179946,Westminster College,44650094,40546576,0,92296369,18020302,0,21507612,52768455,44248010,8520445,74276067,22909041,24274367,3014405,1649079,72626988,0,74276067,0
216807,Westminster College,101996176,75024095,0,193918033,31483471,0,71369892,91064670,55641290,35423380,162434562,51805099,39846585,194877,12153391,150281171,0,162434562,11222887
230807,Westminster College,67437780,102191888,0,199110284,59866295,47834407,70343457,68900532,50472667,18427865,139243989,70678854,66738962,27821,3967713,135276276,0,139243989,5931171
216816,Westminster Theological Seminary,10395932,5865307,0,28890849,2519835,1046547,7407319,18963695,12938603,6025092,26371014,12686744,12363341,0,323403,18441284,7606327,26371014,809346
125718,Westminster Theological Seminary in California,5050289,3233596,0,8652982,982633,671092,2777847,4892502,450966,4441536,7670349,4218090,3846320,0,371770,7298579,0,7670349,245826
125727,Westmont College,76785850,155025170,0,276885542,81074330,60879113,139358191,56453021,42965156,13487865,195811212,71833682,57099682,0,14734000,181077212,0,195811212,6516498
149781,Wheaton College,491462099,190279767,0,723981454,168030315,42000000,253474432,302476707,141240705,161236002,555951139,175456188,139597393,17554483,53413278,502537861,0,555951139,57425132
168281,Wheaton College,187424605,111008901,0,331044935,54537324,39738038,119105020,157402591,91354607,66047984,276507611,90493724,74893894,0,15599830,260907781,0,276507611,20492354
238078,Wheeling Jesuit University,16809175,45905565,0,71671730,46192348,268127,6364654,19114728,10318698,8796030,25479382,33685693,36086603,0,-2400910,27880292,0,25479382,306258
168290,Wheelock College,49037832,74618304,0,137725820,49028618,0,50184360,38512842,27154078,11358764,88697202,46189974,43623041,0,2566933,86130269,0,88697202,5341973
237057,Whitman College,467050196,142680686,0,655475405,99229683,58093170,229546313,326699409,148365361,178334048,556245722,129128591,72504902,0,56623689,499622045,-12,556245722,59220237
125763,Whittier College,92320289,102257956,0,250986835,71943544,0,94021221,85022070,66550668,18471402,179043291,84716301,70152653,8590007,23153655,155889636,0,179043291,8072939
237066,Whitworth University,120438842,110343177,0,276785212,108840166,80342931,59376963,108568083,72355500,36212583,167945046,83400077,71760175,0,11639902,156305144,0,167945046,12934995
475200,Whitworth University-Adult Degree Programs,,,,,,,,,,,,,,,,,,,0
244190,Widener University-Delaware Campus,,,,,,,,,,,,,,,,,,,
402828,Widener University-Harrisburg Campus,,,,,,,,,,,,,,,,,,,
216852,Widener University-Main Campus,87867270,192876278,58481399,339224947,164009868,78205295,122046316,53168763,38118471,15050292,175215079,162849098,153589933,-728532,8530633,166684445,1,175215079,9651732
206491,Wilberforce University,11314354,16416670,0,30399767,27171842,23292978,-9699670,12927595,4684764,8242831,3227925,12230891,12568547,0,-337656,3565582,-1,3227925,259035
229887,Wiley College,6684636,31325110,175000,49294021,30471759,23146069,11947263,6874999,6800263,74736,18822262,25433897,24826759,0,607138,18020160,194964,18822262,567717
216931,Wilkes University,41812854,97098120,0,189461510,94658530,74423052,48625141,46177839,25572313,20605526,94802980,88132326,74223641,0,13908685,80894295,0,94802980,7154562
210401,Willamette University,239007000,140800000,0,430164000,100806000,62386000,46437000,282921000,135188000,147733000,329358000,111725000,96919000,0,14806000,314552000,0,329358000,19617000
176479,William Carey University,28377393,68375184,0,114627192,40596743,16323719,60124031,13906418,11294879,2611539,74030449,51414411,47051339,0,4363072,69667377,0,74030449,934553
